product_id,category,sub_category,product_name,price,original_price,discount,reviews_count,brand,images,stock,f_assured,seller,seller_rating,return_policy,description,specifications,avg_rating
52,bags,Pochettes,Portefeuille d'affaires en similicuir décontracté avec pochette à 8 cartes,1160.56,1508.96,23,104,Baellerry,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/48/4B/5d98ec73-c81f-465c-826b-24ebe2d6af95.jpg,"Hurry, Only 3 left!",1,"Porter, Gomez and Gordon",1.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",0.73
53,bags,Pochettes,Business 8 Card Slot Multi-fonction Haute Capacité Hommes Portefeuille,954.03,1823.54,48,128,Baellerry,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F8/DC/109f556d-298b-4ea9-8a8a-ec0a29707e0d.jpg,"Hurry, Only 4 left!",0,"Hernandez, Wall and Mathews",3.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",3.36
54,bags,Pochettes,Pochette décontractée pour homme d'affaires à fermeture zippée,1721.37,3076.71,44,85,Baellerry,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B8/D8/3544d182-5dc8-4483-8e47-00128e94b5d6.jpg,"Hurry, Only 7 left!",1,Martin-Parker,2.5,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",4.57
55,bags,Pochettes,Ekphero Vintage Pochette en Cuir Véritable,8090.88,11861.43,32,107,E Ekphero,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E8/E6/f26d4242-2573-4f12-99c4-6fe62b3ae100.jpg,"Hurry, Only 3 left!",1,Lee Inc,1.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",4.17
56,bags,Pochettes,Etuis pour téléphone portable en peau de vache pour hommes,3364.1,5929.98,43,33,GZCZ,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/25/2F/46454e8c-cf69-4830-9c39-9ddfe85e0da4.jpg,"Hurry, Only 1 left!",1,Harris and Sons,2.0,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",4.75
57,bags,Pochettes & Clutches,CHIBAO Oxford Zipper Clutches Sacs Sacs pour téléphone léger pour fille,762.93,2382.87,68,69,CHIBAO,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/86/08/3ad77119-d1af-4c52-a3b6-aa82ec92868f.jpg,"Hurry, Only 5 left!",1,Keller LLC,4.5,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",4.13
58,bags,Porte-documents,Hommes Designer Travel Laptop Bag Solid Crossbody Bag,3924.9,22649.02,83,184,E Ekphero,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/D6/A5/7462ef62-81ba-413c-b5a6-58c996803c2a.jpeg,"Hurry, Only 5 left!",1,Wolfe-Parker,2.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",0.88
59,bags,Porte-documents,Ekphero Sac d'ordinateur portable vintage en toile imperméable 14 po,6475.35,10853.01,40,201,E Ekphero,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/21/6B/5473a1c0-e518-46cf-b23a-ea87fffe63dc.png,"Hurry, Only 4 left!",1,Davis LLC,0.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",2.01
60,bags,Porte-documents,Sac à dos multi-poches pour homme,5106.04,8667.86,41,129,E Ekphero,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D2/C6/058a5012-2cec-4058-89c2-22122d33d916.JPG,"Hurry, Only 5 left!",1,Santiago Ltd,0.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",3.44
61,bags,Porte-documents,Porte-documents vintage de business imperméable sac à main,2668.05,6728.92,60,159,E Ekphero,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/81/55ea2c04-6d1c-47d8-994a-1cd61997b2f3.jpg,"Hurry, Only 4 left!",1,Fletcher PLC,3.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",1.2
62,bags,Porte-documents,Sac de voyage pour ordinateur portable Sac d'ordinateur Sac Messenger Sac à bandoulière,3674.27,7643.26,52,129,KINGSONS,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/31/BC/e47421f5-08d9-498e-98c6-11c0a91ff5f7.jpg,"Hurry, Only 7 left!",1,"Diaz, Silva and Grant",1.0,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",3.1
63,bags,Porte-documents,Serviette étanche en cuir véritable pour homme,4409.27,9702.0,55,39,laoshizi,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9E/E9/e5f3f6dc-b869-436c-ae37-b831bd6e4a4d.jpeg,"Hurry, Only 5 left!",1,Nelson-Holt,0.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",3.9
64,bags,Portefeuilles,Porte-monnaie Casual Porte-monnaie Sac de monnaie Business Unit PU 7 pour hommes,800.42,1009.89,21,339, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EA/12/32d97520-00a4-438b-b494-70016d7fabf4.jpg,"Hurry, Only 7 left!",1,"Monroe, Chavez and Palmer",1.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",2.65
65,bags,Portefeuilles,Portefeuille à 3 volets gaufré vintage pour hommes en cuir véritable,4115.27,6467.26,36,15, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A6/BF/c015838c-69c5-48a9-b9d6-1d00c1f2f45e.jpg,"Hurry, Only 5 left!",1,Walter Group,5.0,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",0.59
66,bags,Portefeuilles,Portefeuille Multi-fonctions Vintage pour Homme en Cuir Véritable,3233.27,6467.26,50,28, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FD/72/453cdb9b-65b2-4184-b77d-64023e5524bb.jpg,"Hurry, Only 1 left!",1,Gould-Schroeder,4.0,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",0.29
67,bags,Portefeuilles,RFID Portefeuille pour Femmes en Cuir Véritable avec 10 Cartes,3043.64,6324.68,52,61, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5C/02/6c861767-5061-4eb2-84b2-81fa36c27e8d.jpeg,"Hurry, Only 5 left!",1,"Edwards, Porter and Gould",3.0,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",4.48
68,bags,Portefeuilles,Portefeuille long pour femmes National Canvas 11 Card Slot ,1175.27,2571.77,54,29, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C2/C1/64742df3-f2a3-4394-a792-0d5e436df653.jpg,"Hurry, Only 4 left!",1,"Dawson, Roberts and Anderson",1.0,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",0.8
69,bags,Portefeuilles,Portefeuille multifonction rétro en cuir véritable pour hommes,1539.82,3702.2,58,5, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D6/43/05466630-962b-497c-80c6-51562a919699.jpg,"Hurry, Only 3 left!",1,"Cox, Bennett and Arnold",4.0,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",1.38
70,bags,Portefeuilles,Portefeuille en cuir brodé rose ,868.77,2037.42,57,31, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/13/05/eee97cd0-4f8b-4738-b987-dbdd8336e498.jpg,"Hurry, Only 5 left!",0,Melton-Robinson,4.0,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",2.62
71,bags,Portefeuilles,Portefeuille ultra-mince en cuir véritable,2522.52,4382.07,42,64, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0A/86/72d18492-24b0-45c8-bdaa-32d7cc24b5a8.jpg,"Hurry, Only 1 left!",1,Doyle PLC,3.0,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",1.95
72,bags,Portefeuilles,Portefeuille long multifonctionnel multi-fentes en cuir véritable,1763.26,3821.27,54,44, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BC/F1/323fabac-ebfd-4fe6-ad62-10a129dc6fef.jpg,"Hurry, Only 7 left!",0,Rice PLC,2.0,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",0.95
73,bags,Portefeuilles,Femmes Trifold Solide Portefeuille Court Monnaie Sacs Vintage,1095.88,2687.9,59,37, XLOONG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F4/5C/cf4f45af-2c45-4fa9-8bdd-9fc3cc88f7e3.jpg,"Hurry, Only 1 left!",0,Campbell and Sons,0.5,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",2.59
74,bags,Sac bandoulière,Sac de poitrine patchwork multifonctionnel imperméable sport hommes,2498.27,4041.77,38,25, AH ARCTIC HUNTER,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/54/EB/17233b6a-e25e-40dc-b86c-fa6f94b13c4b.jpg,"Hurry, Only 5 left!",0,Gallagher-Larson,2.5,10 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",1.66
75,bags,Sac bandoulière,Bohemian Cute Straw Beach Bag Sac d'ananas,2242.48,4556.27,51,109, Blioesy,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/57/953f003d-1243-4def-914b-a2793a4b4fcb.jpg,"Hurry, Only 1 left!",0,"Barrett, Burns and Bridges",4.5,7 Days Replacement Policy,"Carry your essentials in style with our collection of fashionable bags. From chic handbags to functional backpacks, find the perfect bag for every outing.","Various types of bags, such as handbags, totes, backpacks, and clutches. Durable materials, spacious compartments, and stylish designs.",1.29
